,sentiment,text
3323,anger,fyi
4613,fear,exactly that is why the beaches for must be closed & other steps i thot this was common knowledge already people really are stupid study finds most coronavirus transmission comes from people who do not know they have it
161,sad,face_with_tears_of_joy face_with_tears_of_joy صح ماتغلطين اصلا انتي grinning_face_with_sweat how about that once this whole coronavirus thing goes away you and i will have whatever you feel like eating by that time as compensation for you
253,joy,crona virus is blessing for it industry _19 #الرياض #الكويت_كورونا
3153,sad,no he was not suffering from covid fake news
826,sad,these days 90 % population in india are selling mask and sanitizers to remaining 10 % face_with_tears_of_joy
820,joy,after corona squinting_face_with_tongue
2318,sad,day 41 this guy has been giving me company since the lockdown daily while he sits at his fixed spot i long to spot him today particularly i wanted to feature him as it rained last night and i was… …
3953,anger,his fucking mind is only focused on $ (industries ) nothing about people's lives oh yes he called them “the consumers ” may as well call them suckers
4485,fear,important thread “with lethality rate the only safe way to achieve herd immunity is through vaccination that is why it is so important to develop effective vaccines trying to achieve herd immunity through natural infection will put millions of lives in danger ”
2337,sad,sad who knows if hosp staff only hanged him all possible to corona victims now
3696,anger,created a naturally occurring coronavirus strain how dumb are you
354,sad,pakistan saw a record 2 636 coronavirus cases 57 deaths in last 24 hours
1072,joy,honarable prime minister congratulations for your controlling of the covid 19 is great advisement
987,sad,2020 the year that hand sanitiser became more expensive than a barrel of oil exploding_head ー19
3838,anger,the same people who think that vaccines cause autism are now saying that vitamin c cures coronavirus there is a lesson here do not listen to people who think that vaccines cause autism for they are idiots pic twitter com/hqf5owvmik
2356,sad,me and million's lost other million's are loosing and a million others going to lose their job due to this coronavirus crisis twitter com/8lta4naogm
2612,sad,you are the only one sleeping if you were awake the covid19 deaths would have been way less pic twitter com/ejwcjfazeh
2175,joy,with challenges bmc along with health authorities should move the pigeons from gateway of india immediately as their droppings are a potential health hazard and can be fatal for humans … kindly relocate them
653,sad,pulwama got its first covid case in 24 days pensive_face so unfortunate – at degree college pulwama
3378,anger,coronavirus live updates trump tests negative for coronavirus watch what he does not what he says
4417,fear,banks can handle potential energy losses but face risks if larger economic crisis triggered by coronavirus unfolds
4023,fear,this is one smart coronavirus it not only evolved but waited till a man like trump would be fighting it and in an election year i fear it is so smart that like putin will want another 4 yrs of trump and will interfere with the election
1348,joy,day 3 of and i've got keeping me entertained highly recommend these live streams if you are also in lockdown today and friday have particularly good lineups pic twitter com/cpjpifzxrq
1460,joy,lockdown tour of my collection of vintage apple products happy 44th birthday apple  …
606,sad,lockdown chala da maraj kuthe jave khan tai drooling_face loudly_crying_face
607,sad,according to local news wire a 40 year old woman a _19india 19 patient from bijbhera died at skims soura late last night making her the 18th victim of the novel coronavirus in
4577,fear,what a great photo of driver warning media in melbourne to stay back due to fears pic twitter com/uerhkykn7y
1661,anger,our nation is in danger i know ppl who are passing hate comments in the name of religion and blaming india for the corona patients outbreak in the muslim congregation held at nizamuddin (pfa the post) please help our country from such toxic people pic twitter com/uul0c1a3x0
2417,sad,apathy of aiims towards the biggest work force against has reached such a level that we were forced to put ourselves in silent protest but still aiims did not understand our pain nurses are also human beings do not try to demoralizing them please thnx /jcvheu4ini
1136,sad,to the philippine government covid 19 is the enemy leave the hardworking mayor alone put your time to better use many people are starving desperate and anxious your doctors are dropping like flies mas importante sila kesa sa pag harass nyo kay vico …
4093,fear,the cure to the coronavirus is in the blood of crackheads i've never seen a crackhead sick pic twitter com/vtxf1m6uda
3646,anger,wuhan is where the coronavirus started period it is china's virus not trumps trump is doing his all to combat it stop the hysteria you dems/fake new media
3372,anger,another low life democrat exposed in a hotel with crystal meth bags naked gay men (alleged miami pd) signs of a male orgy (alleged miami pd) puking and inebriation
857,sad,its 3 40 am in i cant sleep why because got terminated from employer if we will not dke with corona but will get a heart attack my heart is beating so fast #الأيام_القادمة these employer taking adva tages loudly_crying_face
2523,sad,coronavirus cases in india last 5 days pic twitter com/wudri8ckee
3978,anger,twitter wisdom are blaming trump for coronavirus but i think it is putin or lord voldermort no hang on it is harvey weinstein nervous nancy wait i tell a lie it is kim wots his name that is who it is the one with the haircut & baggy trousers' fancy a beer pic twitter com/xeebmipcf3
3084,joy,thanks sir
1473,sad,till 2 30 pm everyday i can see thousands of people in the streets what is purpose of lockdown if the lockdown get extended we are the people ( who is following all the rules) is going to suffer have 100% lockdown or stop this please
3993,anger,if the (coronavirus) is real why are they using fake people to lie
3351,anger,they are closing irl classes because coronavirus
82,joy,wow did not know we are closing in 500 followers on tiktok too makes me go wild on tiktok for this lockdown
4328,fear,plot twist corona virus contains the 1% of germs that hand sanitizer cannot kill
340,sad,death by numbers how vietnam war and coronavirus changed the way we mourn
4254,fear,i joke a lot but my mom is an older lady and while i'm not really worried anything would happen to her with the corona virus it is a reminder tomorrow is not promised forever and i got to mindful to show appreciation and gratitude for the days we do have
3979,anger,"folks come on we have 49 deaths from corona virus who are elderly you are acting like we have 49 000 i know msm is pushing the fear but stop they want to hurt the president a virus that they have decided to ""not let a good crisis go to waste"""
762,joy,true that but do u see the number of followers that the account got in last 2 weeks or so it is all about sensing the opportunity same happened when started reporting abt corona grinning_face_with_sweat
3379,anger,it is illegal to shout coronavirus in a crowded theater
3448,anger,oh good coronavirus somehow gets even worse
4279,fear,fucking coronavirus *shakes fists*
2234,joy,n i also feel blessed when my mother say aik second haan jab sey lockdown start huwa hey tab sey tu hamara beta v nhi beti v hey saarey kaam kerney padd rahey hey bai god …
2309,joy,we are proud to be the digital soldiers of india thanks csc for giving us this platform #करोना ー19
3025,joy,thank him for increasing cases of covid also coz haircuts more important for you
2312,joy,announced the new guidelines in this lockdown 5 0 for better comprehension e article is here twitter com/h0rj7wtmw0 – at tamil nadu
2063,anger,discrimination amid pandemic pakistan refuses to give food to hindus as coronavirus rages via
2563,sad,yes bro iam also covid +ve patient admitted in kmc but worst treatment and facility there is no beds are arranged for emergency purpose
957,joy,we red_heart love mumbai we will come out of corona soon we believe in ji bhai & one inspiration
4597,fear,you accidentally caught the coronavirus
1803,joy,one of our red whiskered bulbuls trilling in its clear voice a simple song of 2 3 notes twitter com/agwex0r6ri
3424,anger,to lick or not to lick that is the question all forms of licking are prohibited till further notice coronavirus this health official licks her finger while warning people not to touch their face california youtube reuters 3/6/20
1777,sad,when will govt awake when situation will goes to it is worst level like european countries still have time to take big decisions to save the country we who approved fmg's are ready to fight against covid19 pandemic pic twitter com/dqvtaqolax
28,joy,time to slow down stay home stay safe …
3597,anger,_house reporter 'suspected' to have /lswxaryjol
3234,fear,going to tell my kids hum corona pandemic me bhi exam dene jate the _spreading_corona_virus
3801,anger,hey any plan on doing anything about the people who have as there clan tag these people are seriously disrespectful to everyone dealing with the pandemic right now
734,joy,great tribute to covid 19 warriors
4588,fear,jake you need to stop your obsession and constant reporting on the coronavirus is irresponsible being you are a reporter why do not you report that the threat of contracting the flu is thousands of times higher and over 20 000 have died from the flu this season
2165,joy,and finally 19 ( ) accepts in credit goes to _media
26,joy,when the lockdown lifts* and meter reading starts
1225,joy,enjoying the by staying at
4275,fear,she is 31 and right the only way to fight the coronavirus is with the coronavirus it is seriously a joke of a virus no worse than west nile virus zika n1h1 or the bird flu people falling for this election cycle bullshit fell for y2k people are idiots
3375,anger,this will have been the direct result of tories underfunding the nhs for years shame on them nhs doctors to be given guidelines to help decide which coronavirus victims should live or die
1287,sad,job well done can this system of communication be used to teach students of as it is still not confirm how much time our students are going to lose because of the …
4508,fear,this is it the coronavirus has gone too far
4695,fear,so far 3 countries of the sica dominican republic costa rica and panama have confirmed at least one case of coronavirus the corresponding protocols are followed so that it does not spread further they should not be alarmed and should be informed through the authorities
1440,joy,no government can win this war against corona virus only a can win it do the right thing for your & in need twitter com/ris35jjvmv
4185,fear,nolte bette midler attacks trump for not wanting 'america's coronavirus numbers' to 'go up'
1857,joy,lockdown days pic guys stay at home have fun with family thanx to our honourable pm modi ji because this time will never comes in our life in future _keeda_munna hanuman temple …
4088,fear,ppl overreacting on the corona virus but if you dirty mfs keep yourself clean we wouldnt have to deal with this shit
4184,fear,quarantine is not going to stop coronavirus the aim is to slow the spread so the strain on hospital resources is not so bad and to buy time for more effective treatment
1688,sad,covid 19 etisalat offers free internet video voice calls for two months …
1300,joy,hi everyone how are you at smart city …
4630,fear,multiply this by hundreds and thousands of people travel restrictions and lockdowns cause further panic and hardship to an already stressed population and economy _19 pic twitter com/0n442v6op8
1963,sad,v may not be testing 4 covid drive in however if people r infected they will show symptoms will go 2 doctor who advice test 4 covid fact is modiji has traded lives of indians with economy he said jaan hai toh jahan hai will not translate because u will not understand
4599,fear,new youtube video is up crisis is opportunity for the smart right 15 steps to make america stronger where i go through a list of 15 steps outlined by to restore and strengthen america as coronavirus ends the experiment with globalism
3997,anger,while i agree do you think anyone in the current situation has time for nonsense alas if only the participants left their stubbornness continue your protests if you are still well & alive after ends jaan hai toh jahaan hai
1274,joy,marking for maintaing social distance by volunteer in reasi town in front of essential items shops thanks to district reasi administration for giving us this opportunity as volunteer for fight against covid_19 हम सब लड़ेंगे हम ही जीतेंगे /e0m5xx3q7m
1357,sad,8hours in the covid ward done pic twitter com/wqqkppt5f
2015,sad,if we wait until prove efficacy patients they will died from corona iam aginst use of both medication together but i am with hydroxychloroquine based on experience and mechanism of action
43,joy,day 6/7 'vietnam post lockdown' rules no people no words only objects and pictures from home i was nominated by today i nominate – at aeon citimart him lam
862,sad,28th march 01 48am total covid 19 cases in pakistan are 1365 recovered 25 died 10 crying_face
287,joy,with this whole corona craziness this will be the second time in my lifetime whole world is talking about the same subject first one was shakira's hips 2006 world cup opening
3905,anger,we do not have “real leadership” in the usa instead we are led by a bunch of misfits who were elected potus or call themselves democrats or republicans
1952,sad,e commerce alone will add 1 million jobs by 2022 impact theory job losses in hospitality auto n across sectors reality in 2021 prophets of doom r over rated human resilience is underrated
3158,fear,in delhi education minister (system) is confused for taking decision for school and colleges exams where in maharashtra also declare that all colleges exams is cancelled due to covid 19 _college_students
248,joy,people awed & wowed for the hailstorm in the ncr last month but nobody questioned it is relevance in a sub tropical state amidst mid spring check only 4 days into the covid 19 lockdown & the air index‘s turned green go figure
3472,anger,more like the trump administration is working hard at mishandling the coronavirus and risking unnecessary lives to be lost from their incompetence is not a president but an impeached idiot president
336,sad,please help
1991,joy,it is time to fight against cm in his beautiful and emotional appeal calls us to come together please let us …
4453,fear,being on campus today was so depressing coronavirus really killing the vibe
4172,fear,them stop playing games about the corona virus and take it serious me
2352,sad,immediately announce a financial relief package including tax cuts and subsidies for the salaried middle class to end our struggles caused by the covid 19 crisis sign the petition via
3851,anger,i'm good because i do not give a shit about the coronavirus
955,joy,eid mubarak excited for the new normal this thursday grimacing_face
4392,fear,why social distancing is crucial to slow the spread of coronavirus
4148,fear,please do lock down everything my housemates going walmart and everywhere for job because they afraid of losing job because of that chances of spread covid 19 is increase
2146,sad,this is so sad actor andrew jack is another victim of the coronavirus …
2555,sad,pls intervene before delhi govt makes history of delhi no 1 in corona …
2917,joy,as my family loves to sing and we recently made this song in this lockdown kg lyra & k361 bt can help us to enhance our setup join /mzhzj1kl2f
3447,anger,the president of mexico mocks the coronavirus pandemic help we need this to be international news
3418,anger,brexit means coronavirus vaccine will be slower to reach the uk everything about is shit
1754,joy,the characteristic of the united states is that you cannot see that others are living a good life so humiliating so do not be like cnn either america，and america we get better to better～ twitter com/futpcaxcf7
3021,sad,5/n during difficult times of government may support for students studying in medical colleges (both government & private) as a part of
3944,anger,read the full article it does not advise against lockdown he said that countries cannot merely lock down themselves to fight the coronavirus outbreak adding that there need to be public health measures to avoid a resurgence of the deadly virus later on very misleading tweet
749,joy,• prior to the lockdown i did not think i would be doing this regularly let alone complete a 30 day journey merci for the reco and thank you for the guidance red_heart folded_hands_medium-light_skin_tone woman_in_lotus_position • • •…
3071,sad,acept my condolences for the passing away of ur father mother sister's and brother's do to the inability of ur terorist gvt to provide for them in the covid 19 lockdown
3704,anger,are useless without people to run them set up boot camp recruit an army of medical students train them quickly send them to the battlefield time is lives
3324,anger,call off the search we have found the stupidest take on the
2222,sad,very much disappointed had been a loyal customer since so long and yet you cannot even promise us good net during lockdown
3359,anger,sorry i do not give a shit about any of these celebrities who are imposing self quarantine yeah i'd be ok with it too if i had the funds to live inside my 15k sq ft+ home guess they might find a few rooms they have never been in before
2035,joy,utc 7 | in — pune woman makes india's 1st covid 19 testing kit hours before delivering her baby with the arrival of the first made in india testing kit for novel coronavirus in the market another a kit to the nation's health and a baby for her…
613,sad,the father of the indian media corona virus who is not only making india work for creating a new hole in the world with his fake false indian media – at kapilvastu palace
3523,anger,the chinese government lied not china as a whole the chinese people were lied to as well and our government lied too i think many governments did _19
2493,joy,celebrating world milk day with our women leaders pic twitter com/ef0sq9vias
3326,anger,'too late' farage criticises open borders while britons locked down in crisis /dimymoj3qx
2650,joy,the only way to protect the lives of millions of pakistanis is by enforcing a lockdown and advocating and facilitating social distancing
366,joy,my happy place during lockdown
4509,fear,i dont care if ill come off as rude/weird when i bring out my alcohol and suddenly spray it all over my body and the space before me hahaha duh ready nga ako gawin mist ang alcohol spray sana ikaw rin
3680,anger,ww3 fires storms floods coronavirus whats next a heatwave i hope
3233,joy,same here for the past 3 months with kids on summer vacation and lockdown
3384,anger,the panic about coronavirus has become so ridiculous that customers have been stealing the little hand sanitizer bottles off the sales floor counters at my work come the fuck on people
3350,anger,coronavirus is cancelling shit faster than outrage twitter
828,sad,has cji bobde already allotted 5 acres of land to accommodate corona patients & ruled that jamaat and not bjp govt is responsible for not acting in time despite frequent warnings
1588,joy,world peace mission corona 21 days lock down stay program barolympic 2020 score card awards and medals ceremony or sponsorship details 12th march of dandi yatra din and 23rd march… …
2399,sad,sindh govt is fighting with corona for safety of people and federal govt is fighting with sindh govt for face saving
483,joy,in impressed by this red_heart
3832,anger,i said it once i'll say it again president trump is protecting us from foreign enemy (coronavirus) and domestic enimies hollywood liberals
968,sad,there is still time to stay home stay safe see how the corona patient is going to be cremated without the people in the house in which even the man of the house is unable to go so stay home stay safe and your family also gets this dangerous corona epidemic save from
4663,fear,that is why the coronavirus was created so we can stop talking about politics and start panicking and buying 6372947 rolls of toilet paper
3907,anger,if you need a refresher here are his day by day statements on coronavirus he is either suffering from some sort of brain issue he is downright stupid or he is a bald faced liar i happen to believe it is all of the above pic twitter com/fvlmuntjuo
4319,fear,i got to be honest im terrified of the coronavirus even though it is a low chance of effecting young people im still terrified if you school has not shut down and there is corona around your city/state skip school your life is worth more then a few weeks at school [1/ ]
3618,anger,why on earth are you running an ad advising young people to ignore social distancing measures and keep travel plans with some doctor talking about killing *bacteria*
1032,sad,more than one person in told me that life in is pain since decades what if we die because of __19 that so depressed and sad to hear
293,sad,i swear to every person who died because of corona that i will not make any new purchases on this eid will only offer prayers and pray to save the world from this epidemic if the world is upset then how can i celebrate happiness #मैं_सिर्फ_हिंदुस्तानी_हूँ
1241,joy,instagram photography_educator incredible pakistan please note the picture was taken on the way back from gilgit to islamabad before the country wide lock down and wide spread pandemic of corona virus… …
100,joy,exploring my archives | good hand washing technique must be practiced | hot spring
4443,fear,sars and h1n1 were both more contagious and fatal than the coronavirus and none of this borerline martial law government take over occurred why did it happen this time
3426,anger,almost no water at target because of the coronavirus damn pic twitter com/a2qlgcuh95 – at target
2473,sad,they are not cattles they are someone is heart and soul even if the child does not die once a child is infected their family members are affected too a grandfather who stayed safe till now will now die because his little grandchild must go to school
3918,anger,‘idiots' sen kennedy tears into democrats for blocking coronavirus stimulus bill in fiery speech via
4718,fear,remember when i was really close to having my anxiety shit together and then coronavirus happened
3754,anger,"jake tapper fake news liar trump did *not* say that the government had ""total control"" over the coronavirus trump said ""tremendous control "" which has a very different meaning tremendous indicates that something is great in scale but is not ""total"" or absolute or complete"
322,sad,i have a citi credit card my registered mobile number is 8750863549 i never missed any payment as of now i have taken a loan on my credit card however due to covid 19 issue this month i am unable to pay the statement amount and need some time to pay it please help
4323,fear,ugh sweating his coronavirus all over the capitol gym gross
3847,anger,the coronavirus is really getting out of hand
4705,fear,ideas elba has coronavirus currently shaking my fist at god
536,sad,this lockdown is extra harsh on your mental health when you are an overthinker who constantly needs distractions to not feel sad and lonely ) _19
1968,sad,of late delhi police local intelligence agencies have been found wanting third case in last few months shahhen b delhi riots migrants exodus & latest jehadi corona from nizamuddin delhi agencies on defensive dangerous
3383,anger,coronavirus is not stopping this
258,joy,sir we r 4 students stranded/stucked in delhi since lockdown 1 0 & bad luck is not giving up bcoz our booked train has been cancelled today so plz make some arrangement for us we will be grateful to u folded_hands
3739,anger,corbyn has been plotting since the late 1960s by all accounts when corona virus is a distant memory and the country is on more of a stable footing corbyn should be bought to account for 40+ years of subterfuge collaboration with britain's enemies & jew hate
3261,joy,hello june be gentle now let the world heal pic twitter com/qaphisaujn
3948,anger,china is censoring coronavirus stories these citizens are fighting back via
477,sad,the cholera outbreak in was due to battering the health sector by the us saudi aggression and blockade for 5 years 2919 died until mar 2019 how many would kill if it were able to enter while the blockade is enforced
2560,anger,are we exporting covid19 to the outer space
1635,joy,19 iran shows good recovery from covid 19 no new cases surfacing now
3639,anger,yeah for real mais soo pousson sortie bi après koor gui insha allah fekk coronavirus seey aussi
3388,anger,the impact on travel is worse than the 2008 financial crisis and 9/11 combined we need immediate action in the form of economic relief to save the hotel industry and millions of jobs that depend on it
2889,sad,so instead of unlock 1 0 odisha govt has now imposed lockdown 5 0 pic twitter com/huv1nei3u4
3514,anger,just add 4 zeros for the real number _under_attack
1077,joy,thoughts aur knowledge pe lockdown lagana mushkil hai sign up for 's cinema lectures and you will know how to spell milieu highly recommended adbhut pic twitter com/0p5zzmstbv
3542,anger,i'm about sick and tired of hearing about the coronavirus canceling major events and not letting anybody see there kid play there last game of basketball cause of this stupid coronavirus cannot wait for it to be over so we do not have to hear about it
3760,anger,santi i swear to god if you bring corona virus into my home i will be upset
921,fear,same here in corona fear
4123,fear,i hope things will get better for you soon it is scary how much the corona virus is affecting everything everyone should not have to worry about not working now
2255,fear,mumbai police will do this if they survive through corona that is
4712,fear,take precautions this flu season and stay informed regarding the novel coronavirus covid 19 wash your hands regularly cover your mouth when you cough or sneeze and stay home if you have a fever and/or are sick learn more about covid 19 at
3872,anger,i've been fucking around about the coronavirus but now there is 3 confirmed cases in my county
4397,fear,"i read some comments on the song latest comments are mostly in korean since the song is titled do not worry this one said ""do not worry in 2020 everyone"" and someone replied ""of course we should worry it is coronavirus"" ㅋㅋㅋㅋ"
4130,fear,it is very disappointing the coronavirus pandemic has been discussed since more than 2 months all publicly available data has shown how different & much more dangerous the corona virus is than the flue & still there aren‘t enough testing kids for the virus one word incomprence
4127,fear,the coronavirus epidemic is hurting local hotels their communities their employees and the national economy please address this crisis with economic relief for hotels and their workers
475,sad,there is a power cut in gokulnagar area of rajula taluka of amreli district from 1 a m still going no officer or the complaint number 0279422048 is receiving the call nor responding please look after the complain we even cannot go out of our house because of lockdown
4249,fear,my dad randomly “what do you think boy you think you are going to get this corona virus ” me “why are you asking ” dad “i do not know maybe you will hit the lottery and get the corona virus since you got the swine flu” nice
905,joy,hello beautiful handsome and amazing people kindly follow my business page g__store_ god bless you _19 …
566,joy,when you are social distancing and having a good hair day photographer
1700,joy,i live in that solitude which is painful in youth but delicious in the year of maturity unpredictable that is what life is twitter com/zsqf1lnh7p
2989,sad,please open the borders if up govt allows smooth movement for all till now they are also saying that corona is coming to their areas from delhi no one created any issue because of this & only middle class is suffering
4333,fear,if coronavirus was a person i'd kick its fucking ass i hate coronavirus
883,joy,beauty of the darknes art by shubh follow _19 ains2
2331,joy,i'm here stuck at kanpur due to lockdown since 19th march and i'm finally eating the most gujarati thing possible to be found in a north city to eat btw this is khaman and everyone calls it dhokla here pic twitter com/bvlnjk91u8
843,joy,home stay safe
4297,fear,yall people are scared shitliss thinking the reality of life was really what you was living im fucking excited bout this new world we are bout to be living in im loving how the coronavirus is fucking the world up
4271,fear,coronavirus is messing my money up bad $daveyle
3942,anger,coronavirus deaths spanish government warns worst yet to come read more
3246,sad,tribute rip irrfan khan awesome bollywood actor … …
577,sad,this as we seek forgiveness & mercy of allah let us specially pray for the front liners those affected & families of the ones who have lost their lives in the unimaginable human tragedy _19
1034,sad,even in this clip he quoting countries whr death are more then 20k and still thr no's of cases report & deaths are much higher then pakistan and they also thinking to ease the lockdown
3999,anger,you only get a break on your 401k if you withdraw after the bill passes not before coronavirus started fucking things up months ago
2538,sad,why then only mumbai is completely shut as opposed to other cities i m surprised that citizens are not asking tough questions to the maha govt on handling of covid in mumbai but even earlier govts are to blame who did nothing towards health infrastructure of mumbai …
4194,fear,hopefully coronavirus eats away at him slowly and painfully
89,sad,dear lockdown thank you for making me realise that the biggest mistake of my life has been sacrificing my sleep for another human being
1885,sad,watching drone on about is sad the fact that no one in the said when closed in january is a crime we missed t he only chance we had to get ahead of this and now people are suffering
380,joy,in lockdown people are making it wow ps
1945,joy,ka follow kare ghar me rahe surakshit rahe allah bless you pic twitter com/cpsg4k01f5 – at india
4246,fear,aoc caught exploiting coronavirus panic with disinformation to push socialist agenda on student loans
3051,joy,lucky are those jiska last year tha coronavirus unki umeedo p chan cha laga dia hai kash mera bhi last year hota free me lottery lagti pic twitter com/kd2l6x9nkg
4374,fear,i've actually seen in many articles and news and from multiple sources that if you do have coronavirus ibuprofen and advil 100% make it a lot worse you are probably fine because you dont have the virus but it is dangerous for anyone who does
3570,anger,a man that eat ladies ass hole pussy and all that evil sex satan and corona virus is waiting for you at the hell gate
4387,fear,amid coronavirus panic buying california deputies tell shoppers do not call 911 over line cutting
4214,fear,you all it is the freakin weekend and i'm about to do nothing because it is the responsible thing to do during this pandemic stay safe & practice social distancing
1345,joy,our duty is that to be to of _19india let us win this /wz00vtmikl – at lb nagar
3366,anger,a conspiracy theory tulsi gabbard has not dropped out yet because she in fact invented the coronavirus and is banking on bernie biden and trump dying leaving her as the only remaining candidate and therefore she becomes president by default prove me wrong
1561,sad,death of 20 migrant workers walking hundreds of kilometres to their homes in odisha without food is blood on hands of pm his thoughtless lockdown devastated lives of millions of daily wage earners one feels crushed
187,sad,covid 19 mission impossible it is possible still waiting for follow back
4221,fear,i know you want donald trump voted out of office he has handled this corona virus crisis horribly and has put our lives at danger he cannot handle any crisis and another four years of him would destroy america completely
427,joy,that concludes our 14 day notice 42 sms location checks and ~10 video interviews doing an amazing job of keeping us safe in folded_hands_medium-light_skin_tone _19 Singapore
1125,sad,corona patients highest in a single day so far in india 316 shame
2603,joy,thank you ji ji ji for arranging bed at nsci for my friend's dad who was tested covid +ve special thanks to ji for taking follow up until uncle was alloted with bed though it was late night thanks ji for the support
4181,fear,sick since monday é has been tested for and the test came back negative he is believed to have a throat infection it is not sure yet if he will be available for
500,joy,"be safe stay home red_heart coronavirus cases raised to ""1 million"" as of today fearful_face be safe guys"
1949,anger,immediately ban thetabligi jamat the spraderer of corona virus
3066,sad,work from home my job is secure … …
4122,fear,trump's a no show after promising briefing on economic plan amid coronavirus concerns 1583884010 …
133,sad,hey donald hope you not skipping your hcqs meds show them what you are in fact double the dose if you can prove them wrong trump drug hydroxychloroquine raises death risk in covid patients study says
2402,joy,waiting for this lockdown to end soon so i can meet my best friend via instagrampic twitter com/8awde9c3vq
3697,anger,my mom i swear this coronavirus is something else i went to the nail salon and all the employees had on masks me mom you know they always wear masks right
4404,fear,ok well now they have coronavirus which is entirely different from the flu
506,fear,breaking a uae research institute has developed a breakthrough treatment for covid 19 which could be a game changer in the global fight against the virus 1/5
3484,anger,mark my words next up on the coronavirus hit list will be anthony weiner mark my damn words
2755,joy,manila eases world's longest lockdown …
625,sad,as we cross 5 million cases 2 million recoveries and 3 33 996 deaths the virus continues to spread adding a 100 00 new cases everyday death toll in lat am and brazil is on the rise still most severe rise in mortality rate was in us uk spain and italy
3176,sad,they have failed the whole nation yetro 2 mahina lockdown ma rakheko cha gareeb janta lai sakne le ta jasari in bachihalchan janata marna baneko loktantra ho yo and i do not think these neta give two fucks ko bhokai mariracha they are happily living in their bubble
3980,anger,nsac suspends combat sporting events until march 25 amid coronavirus concerns
3150,joy,song qismat singer kktomar yt channel … to watch go and suscribe in advance song will release after lockdown twitter com/0ti3a2vpbo
1765,joy,with this whole covid thing even birds are taking personal hygiene seriously and washing their feet beaks and wings regularly red whiskered bulbuls enjoy a summer splash in our bird bath next to the firebush tree… …
1866,joy,lockdown time am seeing around people changed attitude & this will bring back humanity humility in the way we go ahead with our life pic twitter com/ypow4vgkr9
3161,anger,you are a useless prime minster of india now you easing the lockdown will make catastrophe
2433,sad,how demonetisation gst & corona lockdown cld hv bn made successful without collateral damage writes biswajit bhattacharya but we prided in shocks &got electrocuted …
4596,fear,to mitigate spread of the coronavirus duke university has suspended on campus labs and classes until further notice
4406,fear,closing the schools cancelling gigs postpone movies telling working ppl to stay at home etc will do absolutely nothing you will get it one way or another the media are blowing coronavirus out of proportion to scare you like fuck offffffff stop ruining everyone is 2020
623,sad,i suspect in new zealand where māori had a death rate 8 times that of non māori there was widespread support for a national lockdown at only 100 cases
3787,anger,how about “a government that provides safety to the people ” are you so concerned with stealing $$ that you cannot take legislative action for the virus or are you on vacation i hear there are cheap flights to
3963,anger,vanity fair trump now blaming americans for not getting coronavirus tests that do not exist trump has failed the american people first he blames president obama now he blames the american people for coronavirus a liar who deceives himself via
1429,sad,i feel like my life is flashing by and all i can do is watch and cry i miss the air i miss my friends i miss my mother i miss it when life was a party to be thrown but that was a million years ago #كورونا
2157,sad,bjp govt started blaming the people for jump in corona cases modj short notice of 4 hours for 100 percent lockdown that lead to migrants walking on streets outsiders standard will govt admit its fault …
3283,sad,sir my family wants to travel to karnataka belgavi from flight should i even now apply for e pass and along a child is of 3 years n 12 months what proof are needed please help me
3800,anger,fuck the coronavirus and my job i'm too stressed to care atm
1574,joy,_fighting_corona to create a better world pic twitter com/xcigogj1a2
4529,fear,markets crashingbrent wti futures crash 20% over saudi arabia russia oil price war fears & coronavirus concerns
4623,fear,the people today went to the streets of brazil and showed the corrupted congress how powerful we are even the coronavirus disappeared we showed the world we are not afraid tomorrow morning everyone will be working as usual
4098,fear,corona virus killing people out here and dudes still do not wash their hands after a nice pee
4236,fear,one thing in 's favor is that he freaks out over germs he probably never shook a hand without smearing on hand sanitizer trump is misleading his followers who are absorbing his cavalier attitude
4263,fear,how many deaths were the result of the great depression or great recession stress depression suicide overdoses poorer health outcomes all of these deaths should be weighed against coronavirus deaths should they not
4262,fear,health and human services hit with cyber attack aimed at slowing coronavirus response report
1266,sad,govt of india should take decision for all school children to waived off school fees from apr to jun 2020 due to covid 19 for avoiding financial burden in this critical junction of time and moral support as there is nation wide lock down and school remains closed
119,sad,the us internationally banned bombs killed too many innocents in & caused chronic diseases to many however us and its agents in the area aim to enter to kill more
4669,fear,nikki sixx on coronavirus 'dampen down the hysteria'
3778,anger,due to the coronavirus i wont be going out you drunk bitches aint coughing on me
2128,joy,can tiktok take action against those who create unresponsibleness between the citizens by creating funny videos on pandemic covid 19
2553,joy,lockdown ride video coming soon traveldiaryindia stay tuned travel diary india on youtube link below subscribe now … india …
4441,fear,well in the beginning of the outbreak in china i already suspect that thus virus is a human made the earth population is already out of control someone need to control it that is why they made war in middle east countries with very high birthrate
1173,sad,was speaking to my friends in doha and they told lockdown is one thing which their government has done but people by themselves has stopped going out even all of them are offering prayers at their home only my questions to indian muslims why you cannot follow the same way
2500,joy,everyone locking there houses seems to be not a solution fight with covid where ever you are do not fear do not lose hopes all above god is doing something miracles daily on our life's
3340,anger,you give me suspect vibes imagine that like why you think about dudes given each other head in the 1st place like are you that gay you think about gay say when you here the corona virus
4523,fear,2020 ncaa tournament games to be played without fans in attendance due to threat of coronavirus via
839,sad,please allow laws to play online games in telangana it is boring due to lockdown
3428,anger,why because your buddies are all dying from the coronavirus shut up meat head
